pdb_id,status,path,url,chain,N,selected
1Z0B,cached_selected,data/raw/pdb_cache/1Z0B.cif,https://files.rcsb.org/download/1Z0B.cif,A,205,1
1ZAR,cached_selected,data/raw/pdb_cache/1ZAR.cif,https://files.rcsb.org/download/1ZAR.cif,A,267,1
1ZNN,cached_selected,data/raw/pdb_cache/1ZNN.cif,https://files.rcsb.org/download/1ZNN.cif,A,245,1
1S2T,cached_selected,data/raw/pdb_cache/1S2T.cif,https://files.rcsb.org/download/1S2T.cif,A,291,1
1A9T,cached_selected,data/raw/pdb_cache/1A9T.cif,https://files.rcsb.org/download/1A9T.cif,A,284,1
2ANW,cached_selected,data/raw/pdb_cache/2ANW.cif,https://files.rcsb.org/download/2ANW.cif,A,238,1
1D7O,cached_selected,data/raw/pdb_cache/1D7O.cif,https://files.rcsb.org/download/1D7O.cif,A,297,1
1BSM,cached_selected,data/raw/pdb_cache/1BSM.cif,https://files.rcsb.org/download/1BSM.cif,A,201,1
1R3F,cached_selected,data/raw/pdb_cache/1R3F.cif,https://files.rcsb.org/download/1R3F.cif,A,278,1
1TND,cached_selected,data/raw/pdb_cache/1TND.cif,https://files.rcsb.org/download/1TND.cif,A,323,1
1QUD,cached_selected,data/raw/pdb_cache/1QUD.cif,https://files.rcsb.org/download/1QUD.cif,A,162,1
1R78,cached_selected,data/raw/pdb_cache/1R78.cif,https://files.rcsb.org/download/1R78.cif,A,273,1
1DBT,cached_selected,data/raw/pdb_cache/1DBT.cif,https://files.rcsb.org/download/1DBT.cif,A,237,1
1FLV,cached_selected,data/raw/pdb_cache/1FLV.cif,https://files.rcsb.org/download/1FLV.cif,A,168,1
1LPK,cached_selected,data/raw/pdb_cache/1LPK.cif,https://files.rcsb.org/download/1LPK.cif,B,235,1
2BRO,cached_selected,data/raw/pdb_cache/2BRO.cif,https://files.rcsb.org/download/2BRO.cif,A,272,1
1EKE,cached_selected,data/raw/pdb_cache/1EKE.cif,https://files.rcsb.org/download/1EKE.cif,B,225,1
2BL0,cached_selected,data/raw/pdb_cache/2BL0.cif,https://files.rcsb.org/download/2BL0.cif,B,146,1
1UP2,cached_selected,data/raw/pdb_cache/1UP2.cif,https://files.rcsb.org/download/1UP2.cif,A,293,1
2AUU,cached_selected,data/raw/pdb_cache/2AUU.cif,https://files.rcsb.org/download/2AUU.cif,A,175,1
1RDQ,cached_selected,data/raw/pdb_cache/1RDQ.cif,https://files.rcsb.org/download/1RDQ.cif,E,342,1
1DGM,cached_selected,data/raw/pdb_cache/1DGM.cif,https://files.rcsb.org/download/1DGM.cif,A,346,1
1RWR,cached_selected,data/raw/pdb_cache/1RWR.cif,https://files.rcsb.org/download/1RWR.cif,A,297,1
1T01,cached_selected,data/raw/pdb_cache/1T01.cif,https://files.rcsb.org/download/1T01.cif,A,255,1
1AMX,cached_selected,data/raw/pdb_cache/1AMX.cif,https://files.rcsb.org/download/1AMX.cif,A,150,1
1WD7,cached_selected,data/raw/pdb_cache/1WD7.cif,https://files.rcsb.org/download/1WD7.cif,B,255,1
1O5R,cached_selected,data/raw/pdb_cache/1O5R.cif,https://files.rcsb.org/download/1O5R.cif,A,349,1
1U1D,cached_selected,data/raw/pdb_cache/1U1D.cif,https://files.rcsb.org/download/1U1D.cif,A,253,1
1MQW,cached_selected,data/raw/pdb_cache/1MQW.cif,https://files.rcsb.org/download/1MQW.cif,A,200,1
1Y1Z,cached_selected,data/raw/pdb_cache/1Y1Z.cif,https://files.rcsb.org/download/1Y1Z.cif,A,283,1
1D5X,cached_selected,data/raw/pdb_cache/1D5X.cif,https://files.rcsb.org/download/1D5X.cif,C,223,1
1YN7,cached_selected,data/raw/pdb_cache/1YN7.cif,https://files.rcsb.org/download/1YN7.cif,A,273,1
1POI,cached_selected,data/raw/pdb_cache/1POI.cif,https://files.rcsb.org/download/1POI.cif,A,317,1
1FT6,cached_selected,data/raw/pdb_cache/1FT6.cif,https://files.rcsb.org/download/1FT6.cif,A,208,1
1M9F,cached_selected,data/raw/pdb_cache/1M9F.cif,https://files.rcsb.org/download/1M9F.cif,A,165,1
1XCR,cached_selected,data/raw/pdb_cache/1XCR.cif,https://files.rcsb.org/download/1XCR.cif,A,313,1
1SAC,cached_selected,data/raw/pdb_cache/1SAC.cif,https://files.rcsb.org/download/1SAC.cif,A,206,1
1V1T,cached_selected,data/raw/pdb_cache/1V1T.cif,https://files.rcsb.org/download/1V1T.cif,A,164,1
1ESJ,cached_selected,data/raw/pdb_cache/1ESJ.cif,https://files.rcsb.org/download/1ESJ.cif,A,284,1
1S7W,cached_selected,data/raw/pdb_cache/1S7W.cif,https://files.rcsb.org/download/1S7W.cif,A,276,1
